count,action,delay,duration,duration_of_vehicles_left,emergency,flickering,num_of_vehicles_at_entering,num_of_vehicles_in_system,num_of_vehicles_left,partial_duration,queue_length,wait_time
20.0, 0, 0.9081876087385716, 0.09999999999999999, 0, 0, 0.0, 0, 6, 6, 0, 0, 0, 0.0, 0.0
21.0, 0, 0.9211312890006803, 0.19999999999999998, 0, 0, 0.0, 0, 6, 6, 0, 0, 0, 0.0, 0.0
22.0, 0, 1.2013474982606278, 0.3, 0, 0, 0.0, 0, 6, 6, 0, 0, 0, 0.0, 0.0
23.0, 1, 1.468331923629666, 0.39999999999999997, 0, 0, 0.0, 1, 6, 6, 0, 0, 0, 0.0, 0.0
24.0, 0, 1.1973512713378067, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.0, 0, 2, 6, 4, 0, 0, 0.0, 0.0
25.0, 0, 1.6411584115834708, 0.2, 0, 0, 0.0, 0, 2, 6, 0, 0, 0, 0.0, 0.0
26.0, 0, 3.456625466490136, 0.23333333333333334, 0, 0, 0.0, 0, 4, 8, 0, 0, 1, 0.016666666666666666, 0.0
27.0, 0, 3.412145455753593, 0.3, 0, 0, 0.0, 0, 4, 8, 0, 0.016666666666666666, 2, 0.05, 0.0
28.0, 1, 3.2891933134505735, 0.36666666666666664, 0, 0, 0.0, 1, 4, 8, 0, 0.05, 0, 0.0, 0.0
29.0, 0, 1.291813653010354, 0.1, 0.3333333333333333, 0, 0.0, 0, 2, 8, 2, 0, 0, 0.0, 0.0
30.0, 0, 1.228113783214916, 0.13333333333333333, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
31.0, 0, 1.1684691602442752, 0.16666666666666666, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
32.0, 0, 1.1141810922101598, 0.2, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
33.0, 0, 1.048039829171619, 0.23333333333333334, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
34.0, 0, 0.993380858750684, 0.26666666666666666, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
35.0, 0, 0.9277332024160125, 0.3, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
36.0, 0, 0.8564310548443788, 0.3333333333333333, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
37.0, 0, 0.7986894004112066, 0.36666666666666664, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
38.0, 0, 0.7211890827812663, 0.4, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
39.0, 0, 0.6598910054205355, 0.43333333333333335, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
40.0, 0, 0.5877708333914271, 0.4666666666666667, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
41.0, 0, 0.5269291885532507, 0.5, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
42.0, 0, 0.4799560681828614, 0.5333333333333333, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
43.0, 0, 0.4148053454049305, 0.5666666666666667, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
44.0, 0, 0.3605035797236744, 0.6, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
45.0, 0, 0.30399033096772243, 0.6333333333333333, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
46.0, 0, 0.28675397350970233, 0.6666666666666666, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
47.0, 0, 0.2973963111502964, 0.7, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
48.0, 0, 0.3060265411000024, 0.7333333333333333, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
49.0, 0, 0.2923461614701697, 0.7666666666666667, 0, 0, 0.0, 0, 2, 8, 0, 0, 0, 0.0, 0.0
50.0, 0, 0.0, 0, 0.8, 0, 0.0, 0, 0, 8, 2, 0, 0, 0.0, 0.0
